,FVMC_Rewards1,FVMC_noSteps1,FVMC_Accuracy1,Moving_Average_Accuracy1,Moving_Average_Step1,Moving_Average_Reward1,Overall_Accuracy,Overall_Steps,Overall_Reward
5477,-1,23,0,0.16,20.57,-0.68,0.16,20.57,-0.68
5478,-1,42,0,0.16,20.94,-0.68,0.16,20.94,-0.68
5479,-1,3,0,0.16,20.92,-0.68,0.16,20.92,-0.68
5480,-1,45,0,0.16,21.29,-0.68,0.16,21.29,-0.68
5481,1,37,1,0.16,21.45,-0.68,0.16,21.45,-0.68
5482,-1,44,0,0.16,21.82,-0.68,0.16,21.82,-0.68
5483,1,11,1,0.17,21.86,-0.66,0.17,21.86,-0.66
5484,-1,30,0,0.17,21.57,-0.66,0.17,21.57,-0.66
5485,-1,79,0,0.17,22.28,-0.66,0.17,22.28,-0.66
5486,-1,3,0,0.17,22.25,-0.66,0.17,22.25,-0.66
5487,-1,57,0,0.17,22.81,-0.66,0.17,22.81,-0.66
5488,-1,18,0,0.17,22.93,-0.66,0.17,22.93,-0.66
5489,-1,12,0,0.16,22.95,-0.68,0.16,22.95,-0.68
5490,-1,22,0,0.16,23.12,-0.68,0.16,23.12,-0.68
5491,-1,9,0,0.16,23.06,-0.68,0.16,23.06,-0.68
5492,-1,26,0,0.16,23.25,-0.68,0.16,23.25,-0.68
5493,-1,90,0,0.15,23.61,-0.7,0.15,23.61,-0.7
5494,-1,22,0,0.15,23.16,-0.7,0.15,23.16,-0.7
5495,-1,13,0,0.15,23.26,-0.7,0.15,23.26,-0.7
5496,1,24,1,0.16,23.35,-0.68,0.16,23.35,-0.68
5497,1,38,1,0.17,23.33,-0.66,0.17,23.33,-0.66
5498,-1,14,0,0.17,23.33,-0.66,0.17,23.33,-0.66
5499,-1,14,0,0.17,23.23,-0.66,0.17,23.23,-0.66
5500,-1,76,0,0.17,23.98,-0.66,0.17,23.98,-0.66
5501,-1,52,0,0.17,24.36,-0.66,0.17,24.36,-0.66
5502,1,17,1,0.17,24.46,-0.66,0.17,24.46,-0.66
5503,-1,6,0,0.17,24.3,-0.66,0.17,24.3,-0.66
5504,1,13,1,0.18,24.4,-0.64,0.18,24.4,-0.64
5505,-1,2,0,0.18,24.1,-0.64,0.18,24.1,-0.64
5506,-1,45,0,0.18,24.49,-0.64,0.18,24.49,-0.64
5507,1,16,1,0.18,24.42,-0.64,0.18,24.42,-0.64
5508,-1,25,0,0.18,24.66,-0.64,0.18,24.66,-0.64
5509,1,58,1,0.19,25.02,-0.62,0.19,25.02,-0.62
5510,-1,14,0,0.19,25.05,-0.62,0.19,25.05,-0.62
5511,-1,3,0,0.19,24.74,-0.62,0.19,24.74,-0.62
5512,-1,10,0,0.18,24.79,-0.64,0.18,24.79,-0.64
5513,-1,59,0,0.18,25.34,-0.64,0.18,25.34,-0.64
5514,-1,29,0,0.18,25.48,-0.64,0.18,25.48,-0.64
5515,-1,30,0,0.18,25.73,-0.64,0.18,25.73,-0.64
5516,-1,50,0,0.18,26.12,-0.64,0.18,26.12,-0.64
5517,-1,1,0,0.18,25.93,-0.64,0.18,25.93,-0.64
5518,-1,9,0,0.18,25.93,-0.64,0.18,25.93,-0.64
5519,-1,70,0,0.18,26.49,-0.64,0.18,26.49,-0.64
5520,-1,16,0,0.18,26.34,-0.64,0.18,26.34,-0.64
5521,-1,18,0,0.18,26.51,-0.64,0.18,26.51,-0.64
5522,-1,19,0,0.18,26.64,-0.64,0.18,26.64,-0.64
5523,-1,22,0,0.18,26.69,-0.64,0.18,26.69,-0.64
5524,-1,6,0,0.18,26.72,-0.64,0.18,26.72,-0.64
5525,1,14,1,0.18,26.61,-0.64,0.18,26.61,-0.64
5526,-1,93,0,0.18,26.82,-0.64,0.18,26.82,-0.64
5527,-1,28,0,0.18,26.91,-0.64,0.18,26.91,-0.64
5528,-1,17,0,0.17,26.92,-0.66,0.17,26.92,-0.66
