,QL with Constant Epsilon Overall_Accuracy,QL with Constant Epsilon Overall_Steps,QL with Constant Epsilon Overall_Reward
921,0.91,5.23,0.82
922,0.91,5.23,0.82
923,0.91,5.24,0.82
924,0.91,5.22,0.82
925,0.91,5.21,0.82
926,0.9,5.17,0.8
927,0.9,5.14,0.8
928,0.9,5.14,0.8
929,0.89,5.1,0.78
930,0.89,5.08,0.78
931,0.89,5.08,0.78
932,0.88,5.05,0.76
933,0.88,5.05,0.76
934,0.88,5.07,0.76
935,0.88,5.07,0.76
936,0.88,5.07,0.76
937,0.88,5.07,0.76
938,0.87,5.04,0.74
939,0.87,5.04,0.74
940,0.87,5.04,0.74
941,0.87,5.04,0.74
942,0.87,5.04,0.74
943,0.87,5.04,0.74
944,0.87,5.02,0.74
945,0.87,5.04,0.74
946,0.87,5.03,0.74
947,0.87,5.01,0.74
948,0.87,5.01,0.74
949,0.87,5.01,0.74
950,0.87,5.01,0.74
951,0.87,5.01,0.74
952,0.87,5.01,0.74
953,0.87,5.02,0.74
954,0.88,5.03,0.76
955,0.88,5.03,0.76
956,0.88,5.03,0.76
957,0.88,5.04,0.76
958,0.88,5.04,0.76
959,0.88,5.04,0.76
960,0.88,5.04,0.76
961,0.88,5.01,0.76
962,0.88,4.99,0.76
963,0.89,5.02,0.78
964,0.88,5.01,0.76
965,0.87,4.96,0.74
966,0.87,4.98,0.74
967,0.87,4.98,0.74
968,0.87,5.01,0.74
969,0.87,5.03,0.74
970,0.87,5.05,0.74
971,0.87,5.05,0.74
972,0.86,5.01,0.72
973,0.87,5.02,0.74
974,0.87,5.02,0.74
975,0.86,5,0.72
976,0.86,5,0.72
977,0.86,5,0.72
978,0.86,4.97,0.72
979,0.86,4.97,0.72
980,0.86,4.97,0.72
981,0.86,4.97,0.72
982,0.87,5.02,0.74
983,0.87,5.02,0.74
984,0.87,5.02,0.74
985,0.87,5.02,0.74
986,0.86,4.96,0.72
987,0.86,4.93,0.72
988,0.86,4.94,0.72
989,0.86,4.94,0.72
990,0.86,4.94,0.72
991,0.86,4.93,0.72
992,0.86,4.93,0.72
993,0.86,4.93,0.72
994,0.86,4.95,0.72
995,0.86,4.98,0.72
996,0.86,5,0.72
997,0.86,5,0.72
998,0.86,4.98,0.72
999,0.86,4.98,0.72
1000,0.86,4.96,0.72
1001,0.87,4.99,0.74
1002,0.86,4.96,0.72
1003,0.86,4.96,0.72
1004,0.86,4.96,0.72
1005,0.86,4.98,0.72
1006,0.85,4.94,0.7
1007,0.85,4.94,0.7
1008,0.85,4.94,0.7
1009,0.85,4.94,0.7
1010,0.85,4.94,0.7
1011,0.85,4.95,0.7
1012,0.85,4.95,0.7
1013,0.85,4.95,0.7
1014,0.85,4.95,0.7
1015,0.85,4.97,0.7
1016,0.85,4.95,0.7
1017,0.84,4.93,0.68
1018,0.84,4.93,0.68
1019,0.83,4.88,0.66
1020,0.84,4.9,0.68
1021,0.83,4.86,0.66
1022,0.83,4.88,0.66
1023,0.83,4.87,0.66
1024,0.83,4.87,0.66
1025,0.83,4.86,0.66
1026,0.84,4.89,0.68
1027,0.84,4.87,0.68
1028,0.84,4.87,0.68
1029,0.85,4.91,0.7
1030,0.84,4.87,0.68
1031,0.84,4.87,0.68
1032,0.85,4.88,0.7
1033,0.85,4.88,0.7
1034,0.85,4.87,0.7
1035,0.86,4.95,0.72
1036,0.86,5,0.72
1037,0.86,5.04,0.72
1038,0.87,5.1,0.74
1039,0.87,5.1,0.74
1040,0.87,5.1,0.74
1041,0.87,5.12,0.74
1042,0.87,5.12,0.74
1043,0.87,5.12,0.74
1044,0.87,5.12,0.74
1045,0.87,5.1,0.74
1046,0.87,5.1,0.74
1047,0.86,5.07,0.72
1048,0.85,5.06,0.7
1049,0.84,5.02,0.68
1050,0.84,5.02,0.68
1051,0.84,5.02,0.68
1052,0.84,5.02,0.68
1053,0.84,5.02,0.68
1054,0.84,5.02,0.68
1055,0.84,5.02,0.68
1056,0.84,5.02,0.68
1057,0.84,5.01,0.68
1058,0.84,5.02,0.68
1059,0.84,5.02,0.68
1060,0.84,5.03,0.68
1061,0.84,5.03,0.68
1062,0.84,5.04,0.68
1063,0.84,5.04,0.68
1064,0.85,5.05,0.7
1065,0.86,5.08,0.72
1066,0.86,5.07,0.72
1067,0.86,5.07,0.72
1068,0.86,5.07,0.72
1069,0.86,5.07,0.72
1070,0.86,5.06,0.72
1071,0.86,5.06,0.72
1072,0.87,5.09,0.74
1073,0.87,5.09,0.74
1074,0.87,5.09,0.74
1075,0.88,5.13,0.76
1076,0.88,5.13,0.76
1077,0.88,5.14,0.76
1078,0.88,5.15,0.76
1079,0.88,5.16,0.76
1080,0.89,5.19,0.78
1081,0.89,5.19,0.78
1082,0.89,5.17,0.78
1083,0.89,5.17,0.78
1084,0.88,5.17,0.76
1085,0.88,5.2,0.76
1086,0.89,5.23,0.78
1087,0.89,5.23,0.78
1088,0.89,5.23,0.78
1089,0.89,5.25,0.78
1090,0.89,5.25,0.78
1091,0.89,5.25,0.78
1092,0.89,5.25,0.78
1093,0.89,5.25,0.78
1094,0.88,5.19,0.76
1095,0.87,5.15,0.74
1096,0.88,5.16,0.76
1097,0.87,5.13,0.74
1098,0.87,5.13,0.74
1099,0.87,5.13,0.74
1100,0.87,5.13,0.74
1101,0.87,5.15,0.74
1102,0.88,5.18,0.76
1103,0.88,5.19,0.76
1104,0.88,5.2,0.76
1105,0.88,5.19,0.76
1106,0.89,5.23,0.78
1107,0.89,5.23,0.78
1108,0.89,5.23,0.78
1109,0.89,5.23,0.78
1110,0.89,5.23,0.78
1111,0.88,5.18,0.76
1112,0.88,5.19,0.76
1113,0.88,5.21,0.76
1114,0.88,5.21,0.76
1115,0.88,5.18,0.76
1116,0.88,5.19,0.76
1117,0.89,5.21,0.78
1118,0.89,5.21,0.78
1119,0.9,5.25,0.8
1120,0.9,5.25,0.8
1121,0.9,5.25,0.8
1122,0.9,5.25,0.8
1123,0.9,5.25,0.8
1124,0.9,5.25,0.8
1125,0.9,5.25,0.8
1126,0.89,5.25,0.78
1127,0.89,5.25,0.78
1128,0.89,5.25,0.78
1129,0.89,5.25,0.78
1130,0.9,5.3,0.8
1131,0.9,5.3,0.8
1132,0.9,5.3,0.8
1133,0.9,5.3,0.8
1134,0.9,5.32,0.8
1135,0.9,5.28,0.8
1136,0.9,5.23,0.8
1137,0.9,5.2,0.8
1138,0.9,5.17,0.8
1139,0.9,5.18,0.8
1140,0.9,5.18,0.8
1141,0.9,5.16,0.8
1142,0.89,5.15,0.78
1143,0.89,5.15,0.78
1144,0.89,5.15,0.78
1145,0.89,5.15,0.78
1146,0.89,5.15,0.78
1147,0.9,5.18,0.8
1148,0.91,5.19,0.82
1149,0.92,5.23,0.84
1150,0.92,5.24,0.84
1151,0.92,5.25,0.84
1152,0.92,5.25,0.84
1153,0.92,5.24,0.84
1154,0.92,5.24,0.84
1155,0.92,5.24,0.84
1156,0.92,5.24,0.84
1157,0.92,5.24,0.84
1158,0.92,5.25,0.84
1159,0.92,5.26,0.84
1160,0.92,5.25,0.84
1161,0.92,5.25,0.84
1162,0.92,5.24,0.84
1163,0.92,5.24,0.84
1164,0.92,5.24,0.84
1165,0.92,5.25,0.84
1166,0.92,5.25,0.84
1167,0.92,5.27,0.84
1168,0.92,5.24,0.84
1169,0.92,5.24,0.84
1170,0.92,5.24,0.84
1171,0.92,5.25,0.84
1172,0.92,5.25,0.84
1173,0.92,5.25,0.84
1174,0.92,5.25,0.84
1175,0.91,5.19,0.82
1176,0.91,5.2,0.82
1177,0.91,5.21,0.82
1178,0.91,5.2,0.82
1179,0.9,5.18,0.8
1180,0.9,5.19,0.8
1181,0.89,5.16,0.78
1182,0.89,5.18,0.78
1183,0.89,5.18,0.78
1184,0.9,5.18,0.8
1185,0.9,5.15,0.8
1186,0.9,5.17,0.8
1187,0.9,5.18,0.8
1188,0.9,5.17,0.8
1189,0.9,5.15,0.8
1190,0.9,5.15,0.8
1191,0.9,5.16,0.8
1192,0.9,5.16,0.8
1193,0.9,5.16,0.8
1194,0.91,5.2,0.82
1195,0.92,5.23,0.84
1196,0.91,5.2,0.82
1197,0.92,5.23,0.84
1198,0.92,5.23,0.84
1199,0.91,5.21,0.82
1200,0.91,5.21,0.82
1201,0.91,5.19,0.82
1202,0.91,5.21,0.82
1203,0.91,5.22,0.82
1204,0.91,5.23,0.82
1205,0.91,5.22,0.82
1206,0.91,5.22,0.82
1207,0.9,5.21,0.8
1208,0.9,5.21,0.8
1209,0.9,5.23,0.8
1210,0.9,5.23,0.8
1211,0.91,5.26,0.82
1212,0.91,5.25,0.82
1213,0.91,5.24,0.82
1214,0.91,5.24,0.82
1215,0.91,5.24,0.82
1216,0.91,5.23,0.82
1217,0.91,5.23,0.82
1218,0.91,5.23,0.82
1219,0.91,5.24,0.82
1220,0.91,5.24,0.82
1221,0.92,5.28,0.84
1222,0.92,5.26,0.84
1223,0.92,5.26,0.84
1224,0.92,5.26,0.84
1225,0.91,5.22,0.82
1226,0.92,5.22,0.84
1227,0.91,5.21,0.82
1228,0.91,5.25,0.82
1229,0.91,5.25,0.82
1230,0.91,5.24,0.82
1231,0.91,5.24,0.82
1232,0.91,5.24,0.82
1233,0.91,5.24,0.82
1234,0.91,5.21,0.82
1235,0.91,5.23,0.82
1236,0.91,5.25,0.82
1237,0.91,5.24,0.82
1238,0.91,5.24,0.82
1239,0.91,5.24,0.82
1240,0.91,5.28,0.82
1241,0.91,5.28,0.82
1242,0.92,5.31,0.84
1243,0.92,5.31,0.84
1244,0.92,5.31,0.84
1245,0.92,5.33,0.84
1246,0.92,5.34,0.84
1247,0.91,5.3,0.82
1248,0.91,5.3,0.82
1249,0.91,5.31,0.82
1250,0.9,5.28,0.8
1251,0.9,5.27,0.8
1252,0.9,5.28,0.8
1253,0.9,5.29,0.8
1254,0.89,5.26,0.78
1255,0.89,5.26,0.78
1256,0.89,5.26,0.78
1257,0.89,5.26,0.78
1258,0.89,5.24,0.78
1259,0.89,5.23,0.78
1260,0.89,5.23,0.78
1261,0.89,5.23,0.78
1262,0.89,5.23,0.78
1263,0.88,5.2,0.76
1264,0.88,5.23,0.76
1265,0.88,5.22,0.76
1266,0.88,5.21,0.76
1267,0.88,5.21,0.76
1268,0.88,5.22,0.76
1269,0.87,5.17,0.74
1270,0.87,5.18,0.74
1271,0.87,5.17,0.74
1272,0.87,5.21,0.74
1273,0.87,5.21,0.74
1274,0.87,5.21,0.74
1275,0.88,5.25,0.76
1276,0.88,5.24,0.76
1277,0.88,5.23,0.76
1278,0.87,5.19,0.74
1279,0.88,5.2,0.76
1280,0.88,5.19,0.76
1281,0.89,5.23,0.78
1282,0.89,5.21,0.78
1283,0.88,5.19,0.76
1284,0.88,5.19,0.76
1285,0.88,5.19,0.76
1286,0.88,5.17,0.76
1287,0.88,5.16,0.76
1288,0.88,5.16,0.76
1289,0.88,5.17,0.76
1290,0.88,5.17,0.76
1291,0.87,5.13,0.74
1292,0.87,5.13,0.74
1293,0.87,5.13,0.74
1294,0.87,5.14,0.74
1295,0.87,5.14,0.74
1296,0.87,5.14,0.74
1297,0.87,5.15,0.74
1298,0.87,5.15,0.74
1299,0.88,5.17,0.76
1300,0.88,5.18,0.76
1301,0.88,5.18,0.76
1302,0.88,5.16,0.76
1303,0.88,5.14,0.76
1304,0.88,5.13,0.76
1305,0.87,5.11,0.74
1306,0.87,5.14,0.74
1307,0.88,5.18,0.76
1308,0.88,5.18,0.76
1309,0.88,5.16,0.76
1310,0.88,5.16,0.76
1311,0.88,5.16,0.76
1312,0.88,5.17,0.76
1313,0.87,5.15,0.74
1314,0.87,5.17,0.74
1315,0.87,5.17,0.74
1316,0.87,5.17,0.74
1317,0.87,5.17,0.74
1318,0.87,5.2,0.74
1319,0.86,5.17,0.72
1320,0.85,5.15,0.7
1321,0.85,5.15,0.7
1322,0.85,5.15,0.7
1323,0.85,5.15,0.7
1324,0.85,5.15,0.7
1325,0.86,5.21,0.72
1326,0.86,5.21,0.72
1327,0.86,5.18,0.72
1328,0.86,5.16,0.72
1329,0.86,5.18,0.72
1330,0.86,5.18,0.72
1331,0.86,5.19,0.72
1332,0.86,5.21,0.72
1333,0.86,5.21,0.72
1334,0.86,5.21,0.72
1335,0.86,5.21,0.72
1336,0.85,5.18,0.7
1337,0.84,5.17,0.68
1338,0.84,5.17,0.68
1339,0.84,5.16,0.68
1340,0.84,5.14,0.68
1341,0.84,5.14,0.68
1342,0.84,5.12,0.68
1343,0.84,5.13,0.68
1344,0.84,5.14,0.68
1345,0.84,5.12,0.68
1346,0.84,5.11,0.68
1347,0.85,5.15,0.7
1348,0.85,5.15,0.7
1349,0.84,5.1,0.68
1350,0.84,5.09,0.68
1351,0.83,5.05,0.66
1352,0.83,5.04,0.66
1353,0.83,5.03,0.66
1354,0.84,5.06,0.68
1355,0.83,5.03,0.66
1356,0.83,5.03,0.66
1357,0.83,5.05,0.66
1358,0.83,5.05,0.66
1359,0.83,5.05,0.66
1360,0.83,5.07,0.66
1361,0.83,5.07,0.66
1362,0.83,5.07,0.66
1363,0.84,5.1,0.68
1364,0.84,5.07,0.68
1365,0.84,5.07,0.68
1366,0.84,5.07,0.68
1367,0.84,5.05,0.68
1368,0.84,5.04,0.68
1369,0.85,5.07,0.7
1370,0.84,5.02,0.68
1371,0.84,5.02,0.68
1372,0.84,4.99,0.68
1373,0.84,4.99,0.68
1374,0.84,5,0.68
1375,0.84,5,0.68
1376,0.84,5,0.68
1377,0.83,4.96,0.66
1378,0.84,5,0.68
1379,0.84,5.02,0.68
1380,0.84,5.02,0.68
1381,0.84,5.02,0.68
1382,0.83,5.01,0.66
1383,0.84,5.03,0.68
1384,0.84,5.03,0.68
1385,0.84,5.03,0.68
1386,0.84,5.03,0.68
1387,0.84,5.03,0.68
1388,0.84,5.07,0.68
1389,0.84,5.06,0.68
1390,0.84,5.06,0.68
1391,0.85,5.09,0.7
1392,0.85,5.11,0.7
1393,0.85,5.11,0.7
1394,0.85,5.1,0.7
1395,0.85,5.08,0.7
1396,0.86,5.12,0.72
1397,0.86,5.11,0.72
1398,0.85,5.07,0.7
1399,0.85,5.07,0.7
1400,0.85,5.06,0.7
1401,0.85,5.08,0.7
1402,0.85,5.08,0.7
1403,0.85,5.08,0.7
1404,0.85,5.07,0.7
1405,0.86,5.11,0.72
1406,0.86,5.08,0.72
1407,0.86,5.05,0.72
1408,0.86,5.06,0.72
1409,0.85,5.03,0.7
1410,0.85,5.03,0.7
1411,0.85,5.03,0.7
1412,0.84,4.99,0.68
1413,0.85,5,0.7
1414,0.85,4.98,0.7
1415,0.85,4.98,0.7
1416,0.85,4.98,0.7
1417,0.85,4.98,0.7
1418,0.85,4.95,0.7
1419,0.85,4.95,0.7
1420,0.86,4.97,0.72
1421,0.86,4.97,0.72
1422,0.86,4.97,0.72
1423,0.86,4.97,0.72
1424,0.86,4.97,0.72
1425,0.86,4.95,0.72
1426,0.86,4.97,0.72
1427,0.87,5.01,0.74
1428,0.86,4.98,0.72
1429,0.86,4.98,0.72
1430,0.86,4.98,0.72
1431,0.85,4.95,0.7
1432,0.84,4.89,0.68
1433,0.84,4.9,0.68
1434,0.84,4.9,0.68
1435,0.84,4.92,0.68
1436,0.85,4.93,0.7
1437,0.86,4.99,0.72
1438,0.86,4.99,0.72
1439,0.86,4.99,0.72
1440,0.86,4.97,0.72
1441,0.86,4.97,0.72
1442,0.86,4.97,0.72
1443,0.86,4.98,0.72
1444,0.86,4.97,0.72
1445,0.85,4.94,0.7
1446,0.85,4.96,0.7
1447,0.85,4.96,0.7
1448,0.85,4.96,0.7
1449,0.86,5,0.72
1450,0.87,5.03,0.74
1451,0.88,5.07,0.76
1452,0.88,5.07,0.76
1453,0.88,5.07,0.76
1454,0.88,5.09,0.76
1455,0.89,5.12,0.78
1456,0.89,5.12,0.78
1457,0.89,5.1,0.78
1458,0.89,5.1,0.78
1459,0.88,5.07,0.76
1460,0.88,5.07,0.76
1461,0.88,5.07,0.76
1462,0.87,5.03,0.74
1463,0.87,5.05,0.74
1464,0.87,5.05,0.74
1465,0.87,5.05,0.74
1466,0.87,5.05,0.74
1467,0.87,5.06,0.74
1468,0.87,5.06,0.74
1469,0.86,5.03,0.72
1470,0.87,5.06,0.74
1471,0.86,5.07,0.72
1472,0.86,5.06,0.72
1473,0.86,5.06,0.72
1474,0.86,5.05,0.72
1475,0.86,5.05,0.72
1476,0.86,5.05,0.72
1477,0.87,5.08,0.74
1478,0.87,5.08,0.74
1479,0.87,5.06,0.74
1480,0.87,5.06,0.74
1481,0.87,5.08,0.74
1482,0.88,5.09,0.76
1483,0.88,5.09,0.76
1484,0.88,5.09,0.76
1485,0.88,5.09,0.76
1486,0.88,5.1,0.76
1487,0.88,5.1,0.76
1488,0.88,5.06,0.76
1489,0.87,5.05,0.74
1490,0.87,5.05,0.74
1491,0.87,5.05,0.74
1492,0.87,5.03,0.74
1493,0.87,5.03,0.74
1494,0.87,5.03,0.74
1495,0.87,5.03,0.74
1496,0.87,5.04,0.74
1497,0.87,5.06,0.74
1498,0.88,5.14,0.76
1499,0.88,5.14,0.76
1500,0.88,5.14,0.76
1501,0.88,5.12,0.76
1502,0.88,5.12,0.76
1503,0.87,5.1,0.74
1504,0.87,5.12,0.74
1505,0.87,5.11,0.74
1506,0.87,5.11,0.74
1507,0.87,5.11,0.74
1508,0.87,5.11,0.74
1509,0.88,5.14,0.76
1510,0.88,5.15,0.76
1511,0.87,5.14,0.74
1512,0.88,5.17,0.76
1513,0.88,5.17,0.76
1514,0.88,5.17,0.76
1515,0.88,5.17,0.76
1516,0.88,5.19,0.76
1517,0.88,5.19,0.76
1518,0.88,5.21,0.76
1519,0.89,5.25,0.78
1520,0.89,5.25,0.78
1521,0.89,5.25,0.78
1522,0.88,5.23,0.76
1523,0.88,5.23,0.76
1524,0.88,5.23,0.76
1525,0.88,5.23,0.76
1526,0.88,5.21,0.76
1527,0.88,5.23,0.76
1528,0.89,5.24,0.78
1529,0.89,5.22,0.78
1530,0.89,5.22,0.78
1531,0.9,5.24,0.8
1532,0.91,5.28,0.82
1533,0.91,5.27,0.82
1534,0.91,5.27,0.82
1535,0.9,5.2,0.8
1536,0.9,5.21,0.8
1537,0.9,5.16,0.8
1538,0.9,5.16,0.8
1539,0.89,5.12,0.78
1540,0.89,5.12,0.78
1541,0.89,5.15,0.78
1542,0.89,5.15,0.78
1543,0.89,5.13,0.78
1544,0.89,5.13,0.78
1545,0.9,5.16,0.8
1546,0.9,5.14,0.8
1547,0.9,5.14,0.8
1548,0.9,5.15,0.8
1549,0.89,5.13,0.78
1550,0.89,5.13,0.78
1551,0.89,5.13,0.78
1552,0.89,5.13,0.78
1553,0.89,5.13,0.78
1554,0.89,5.11,0.78
1555,0.89,5.13,0.78
1556,0.89,5.13,0.78
1557,0.89,5.13,0.78
1558,0.89,5.15,0.78
1559,0.9,5.18,0.8
1560,0.9,5.16,0.8
1561,0.89,5.13,0.78
1562,0.9,5.17,0.8
1563,0.9,5.15,0.8
1564,0.9,5.17,0.8
1565,0.9,5.17,0.8
1566,0.9,5.19,0.8
1567,0.9,5.18,0.8
1568,0.9,5.2,0.8
1569,0.91,5.25,0.82
1570,0.91,5.29,0.82
1571,0.92,5.29,0.84
1572,0.92,5.29,0.84
1573,0.92,5.29,0.84
1574,0.92,5.3,0.84
1575,0.92,5.3,0.84
1576,0.92,5.3,0.84
1577,0.92,5.32,0.84
1578,0.92,5.34,0.84
1579,0.92,5.36,0.84
1580,0.91,5.34,0.82
1581,0.91,5.32,0.82
1582,0.91,5.33,0.82
1583,0.91,5.33,0.82
1584,0.91,5.36,0.82
1585,0.91,5.36,0.82
1586,0.91,5.35,0.82
1587,0.91,5.35,0.82
1588,0.91,5.35,0.82
1589,0.92,5.36,0.84
1590,0.92,5.36,0.84
1591,0.92,5.36,0.84
1592,0.92,5.36,0.84
1593,0.92,5.38,0.84
1594,0.92,5.38,0.84
1595,0.92,5.38,0.84
1596,0.92,5.36,0.84
1597,0.92,5.35,0.84
1598,0.92,5.31,0.84
1599,0.91,5.29,0.82
1600,0.9,5.26,0.8
1601,0.9,5.26,0.8
1602,0.9,5.26,0.8
1603,0.91,5.28,0.82
1604,0.91,5.26,0.82
1605,0.91,5.25,0.82
1606,0.91,5.25,0.82
1607,0.91,5.26,0.82
1608,0.91,5.25,0.82
1609,0.91,5.25,0.82
1610,0.91,5.25,0.82
1611,0.92,5.26,0.84
1612,0.92,5.26,0.84
1613,0.92,5.26,0.84
1614,0.92,5.26,0.84
1615,0.92,5.26,0.84
1616,0.92,5.25,0.84
1617,0.92,5.28,0.84
1618,0.92,5.26,0.84
1619,0.92,5.26,0.84
1620,0.92,5.26,0.84
1621,0.92,5.26,0.84
1622,0.93,5.28,0.86
1623,0.93,5.28,0.86
1624,0.93,5.28,0.86
1625,0.93,5.28,0.86
1626,0.93,5.28,0.86
1627,0.93,5.26,0.86
1628,0.93,5.26,0.86
1629,0.93,5.28,0.86
1630,0.92,5.24,0.84
1631,0.92,5.24,0.84
1632,0.92,5.24,0.84
1633,0.91,5.23,0.82
1634,0.91,5.23,0.82
1635,0.91,5.24,0.82
1636,0.91,5.23,0.82
1637,0.9,5.22,0.8
1638,0.9,5.23,0.8
1639,0.91,5.27,0.82
1640,0.91,5.27,0.82
1641,0.91,5.24,0.82
1642,0.91,5.24,0.82
1643,0.91,5.24,0.82
1644,0.91,5.24,0.82
1645,0.91,5.24,0.82
1646,0.9,5.21,0.8
1647,0.9,5.21,0.8
1648,0.9,5.23,0.8
1649,0.91,5.26,0.82
1650,0.91,5.28,0.82
1651,0.91,5.28,0.82
1652,0.91,5.28,0.82
1653,0.91,5.28,0.82
1654,0.91,5.28,0.82
1655,0.9,5.25,0.8
1656,0.9,5.25,0.8
1657,0.9,5.25,0.8
1658,0.9,5.23,0.8
1659,0.9,5.23,0.8
1660,0.9,5.23,0.8
1661,0.91,5.27,0.82
1662,0.91,5.29,0.82
1663,0.91,5.3,0.82
1664,0.91,5.28,0.82
1665,0.91,5.28,0.82
1666,0.9,5.22,0.8
1667,0.9,5.22,0.8
1668,0.9,5.2,0.8
1669,0.9,5.18,0.8
1670,0.9,5.14,0.8
1671,0.9,5.13,0.8
1672,0.9,5.13,0.8
1673,0.9,5.14,0.8
1674,0.9,5.17,0.8
1675,0.9,5.19,0.8
1676,0.9,5.2,0.8
1677,0.9,5.18,0.8
1678,0.9,5.16,0.8
1679,0.9,5.14,0.8
1680,0.91,5.16,0.82
1681,0.91,5.16,0.82
1682,0.91,5.17,0.82
1683,0.91,5.17,0.82
1684,0.91,5.14,0.82
1685,0.9,5.14,0.8
1686,0.9,5.14,0.8
1687,0.9,5.15,0.8
1688,0.9,5.15,0.8
1689,0.9,5.15,0.8
1690,0.9,5.15,0.8
1691,0.9,5.15,0.8
1692,0.9,5.15,0.8
1693,0.9,5.13,0.8
1694,0.9,5.15,0.8
1695,0.9,5.17,0.8
1696,0.9,5.17,0.8
1697,0.89,5.15,0.78
1698,0.89,5.15,0.78
1699,0.9,5.17,0.8
1700,0.91,5.2,0.82
1701,0.91,5.21,0.82
1702,0.91,5.21,0.82
1703,0.9,5.19,0.8
1704,0.9,5.23,0.8
1705,0.89,5.22,0.78
1706,0.89,5.22,0.78
1707,0.89,5.23,0.78
1708,0.89,5.24,0.78
1709,0.89,5.24,0.78
1710,0.88,5.2,0.76
1711,0.88,5.2,0.76
1712,0.88,5.2,0.76
1713,0.88,5.2,0.76
1714,0.88,5.2,0.76
1715,0.88,5.2,0.76
1716,0.88,5.19,0.76
1717,0.88,5.16,0.76
1718,0.88,5.16,0.76
1719,0.88,5.14,0.76
1720,0.88,5.14,0.76
1721,0.88,5.14,0.76
1722,0.88,5.14,0.76
1723,0.88,5.14,0.76
1724,0.88,5.14,0.76
1725,0.88,5.14,0.76
1726,0.88,5.14,0.76
1727,0.88,5.15,0.76
1728,0.88,5.15,0.76
1729,0.88,5.14,0.76
1730,0.89,5.18,0.78
1731,0.89,5.18,0.78
1732,0.89,5.18,0.78
1733,0.9,5.19,0.8
1734,0.89,5.16,0.78
1735,0.9,5.18,0.8
1736,0.9,5.2,0.8
1737,0.9,5.2,0.8
1738,0.9,5.19,0.8
1739,0.9,5.19,0.8
1740,0.89,5.18,0.78
1741,0.89,5.18,0.78
1742,0.89,5.18,0.78
1743,0.89,5.18,0.78
1744,0.89,5.18,0.78
1745,0.89,5.18,0.78
1746,0.9,5.22,0.8
1747,0.9,5.22,0.8
1748,0.9,5.19,0.8
1749,0.9,5.19,0.8
1750,0.9,5.19,0.8
1751,0.9,5.19,0.8
1752,0.9,5.19,0.8
1753,0.9,5.19,0.8
1754,0.9,5.19,0.8
1755,0.91,5.21,0.82
1756,0.91,5.21,0.82
1757,0.91,5.21,0.82
1758,0.9,5.17,0.8
1759,0.9,5.17,0.8
1760,0.9,5.18,0.8
1761,0.9,5.17,0.8
1762,0.9,5.15,0.8
1763,0.9,5.14,0.8
1764,0.9,5.14,0.8
1765,0.9,5.14,0.8
1766,0.9,5.14,0.8
1767,0.9,5.15,0.8
1768,0.9,5.16,0.8
1769,0.9,5.16,0.8
1770,0.9,5.18,0.8
1771,0.89,5.14,0.78
1772,0.89,5.14,0.78
1773,0.89,5.14,0.78
1774,0.89,5.11,0.78
1775,0.89,5.09,0.78
1776,0.88,5.06,0.76
1777,0.88,5.06,0.76
1778,0.88,5.06,0.76
1779,0.88,5.06,0.76
1780,0.88,5.06,0.76
1781,0.88,5.05,0.76
1782,0.88,5.03,0.76
1783,0.88,5.03,0.76
1784,0.88,5.03,0.76
1785,0.89,5.05,0.78
1786,0.89,5.05,0.78
1787,0.89,5.04,0.78
1788,0.89,5.07,0.78
1789,0.89,5.07,0.78
1790,0.88,5.06,0.76
1791,0.87,5.04,0.74
1792,0.87,5.04,0.74
1793,0.87,5.04,0.74
1794,0.87,5.04,0.74
1795,0.87,5.02,0.74
1796,0.87,5.02,0.74
1797,0.88,5.03,0.76
1798,0.88,5.03,0.76
1799,0.88,5.03,0.76
1800,0.88,5.08,0.76
1801,0.88,5.07,0.76
1802,0.88,5.08,0.76
1803,0.89,5.1,0.78
1804,0.89,5.06,0.78
1805,0.9,5.07,0.8
1806,0.9,5.07,0.8
1807,0.9,5.05,0.8
1808,0.9,5.06,0.8
1809,0.9,5.07,0.8
1810,0.9,5.08,0.8
1811,0.9,5.12,0.8
1812,0.9,5.12,0.8
1813,0.9,5.12,0.8
1814,0.89,5.1,0.78
1815,0.89,5.1,0.78
1816,0.89,5.15,0.78
1817,0.89,5.15,0.78
1818,0.89,5.15,0.78
1819,0.89,5.15,0.78
1820,0.88,5.12,0.76
1821,0.88,5.12,0.76
1822,0.87,5.08,0.74
1823,0.87,5.08,0.74
1824,0.87,5.08,0.74
1825,0.87,5.13,0.74
1826,0.87,5.15,0.74
1827,0.87,5.16,0.74
1828,0.87,5.17,0.74
1829,0.87,5.16,0.74
1830,0.87,5.16,0.74
1831,0.86,5.13,0.72
1832,0.86,5.14,0.72
1833,0.86,5.16,0.72
1834,0.87,5.19,0.74
1835,0.87,5.19,0.74
1836,0.87,5.18,0.74
1837,0.88,5.19,0.76
1838,0.88,5.2,0.76
1839,0.87,5.18,0.74
1840,0.88,5.2,0.76
1841,0.88,5.21,0.76
1842,0.88,5.23,0.76
1843,0.88,5.23,0.76
1844,0.88,5.25,0.76
1845,0.88,5.25,0.76
1846,0.87,5.21,0.74
1847,0.87,5.21,0.74
1848,0.87,5.21,0.74
1849,0.87,5.22,0.74
1850,0.87,5.2,0.74
1851,0.87,5.2,0.74
1852,0.87,5.2,0.74
1853,0.87,5.2,0.74
1854,0.87,5.2,0.74
1855,0.86,5.18,0.72
1856,0.86,5.18,0.72
